There are things known and there are things unknown, and in between are the doors of perception.	Existem coisas conhecidas e coisas desconhecidas, e entre ambas estão as portas da perceção.
We're looking to you for help.	Contamos contigo para obter ajuda.
Tom contributed a lot of money to charity.	O Tom contribuiu com muito dinheiro para a caridade.
This drawing dates back to the fifteenth century.	Este desenho remonta ao século XV.
Tom tried really hard to win.	O Tom esforçou-se muito para ganhar.
This is my favorite color.	Esta é a minha cor favorita.
Is it the best thing they did?	Foi a melhor coisa que elas fizeram?
I often chew some mentholated gum after a meal.	Costumo mascar pastilhas de mentol depois das refeições.
I wish I were thinner.	Queria ser mais magra.
The ABC company is in the red again.	A empresa ABC está novamente em prejuízo.
Tom will apologize.	O Tom pedirá desculpa.
Yesterday I had the pleasure of accompanying a foreign friend all across Paris.	Ontem tive o prazer de acompanhar uma amiga estrangeira por toda Paris.
Equestrian is the only mixed-gender Olympic event.	A equitação é a única modalidade olímpica mista.
The road was crowded with various vehicles.	A estrada estava cheia de diversos veículos.
Tom has a fast 56k modem.	O Tom tem um modem rápido de 56k.
We'll try one more time.	Vamos tentar mais uma vez.
Tom helped Mary escape from jail.	O Tom ajudou a Mary a fugir da prisão.
Tom is better than us.	O Tom é melhor do que nós.
My wife was mad.	A minha mulher era louca.
He had been embarrassed.	Ele tinha ficado envergonhado.
How do you know that?	Como é que sabes isso?
I'm not a wizard, but I know what everybody says about me.	Não sou bruxo, mas sei o que toda a gente diz de mim.
I wish you a good trip!	Desejo-te boa viagem!
The house fell down a week later.	A casa caiu uma semana depois.
I have been told that I am pragmatic, and I am.	Dizem-me que sou pragmático, e sou.
You're in better shape than I am.	Estás em melhor forma que eu.
Nobody will find that treasure.	Ninguém vai encontrar esse tesouro.
The castle has been restored and is open to the public.	O castelo foi restaurado e está aberto ao público.
She didn't give me my money back.	Ela não me devolveu o dinheiro.
This could become quite interesting.	Isto pode tornar-se bastante interessante.
I'm hoping to go to Boston next month.	Espero ir a Boston no próximo mês.
That's how we first met.	Foi assim que nos conhecemos.
Tesla's life's full of mystery.	A vida de Tesla está cheia de mistério.
Children should always mix their wine, with at least two-thirds water.	As crianças devem sempre misturar o vinho com pelo menos dois terços de água.
Tom and Mary's doctor advised them to get more exercise.	O médico do Tom e da Mary aconselhou-os a praticar mais exercício.
They are going to emigrate to America.	Eles vão emigrar para a América.
Jazz is not my speciality.	O jazz não é minha especialidade.
"Today's topic is the problem of Japanese people abducted by North Korea."	O tema de hoje é «o problema dos japoneses raptados pela Coreia do Norte».
He started to sing.	Ele começou a cantar.
Another day passed.	E assim se passou mais um dia.
The baby was quiet all night.	O bebé esteve sossegado toda a noite.
Fish is normally accompanied by white wine.	O peixe costuma ser acompanhado de vinho branco.
We have elected him chairman of the meeting.	Elegemo-lo presidente da reunião.
I knew I had to do my homework myself.	Eu sabia que tinha de fazer o meu trabalho de casa eu mesmo.
It was a huge win for us.	Foi uma grande vitória para a gente.
Tom is disgusted.	O Tom está enojado.
Keep away from me, devil!	Afasta-te de mim, diabo!
I'm taking tomorrow afternoon off.	Amanhã à tarde vou tirar folga.
We'll help you.	Ajudar-te-emos.
I want to eat some cake first.	Quero comer um bocadi de bolo primeiro.
I gave Tom all my money.	Dei ao Tom todo o meu dinheiro.
My dad will kill me.	O meu pai vai matar-me.
I tried to avoid looking at her eyes.	Procurei não olhar diretamente para os olhos dela.
Tom is a comedian.	O Tom é humorista.
Can we hit the road?	Podemos pôr-nos a caminho?
Researchers at the University of Maryland say a fiery phenomenon called blue whirl could someday help clean up oil spills on water.	Investigadores da Universidade de Maryland afirmam que um fenómeno flamejante, o “redemoinho azul”, poderá um dia ajudar a limpar derrames de petróleo sobre a água.
We all have missed you.	Todos nós sentimos a tua falta.
I'm so glad that Tom is gone.	Estou tão contente por o Tom se ter ido.
I didn't sleep so much.	Não dormi assim tanto.
Tom thinks that his life is boring.	O Tom acha que a sua vida é aborrecida.
By the time you realize I'm gone, I'll be miles away. Don't try to find me.	Quando te aperceberes de que fui embora, estarei a quilómetros. Não tentes procurar-me.
Tom wasn't taken hostage.	O Tom não foi feito refém.
I had an egg sandwich for lunch.	Almocei uma sandes de ovo.
We shouldn't resort to violence.	Não devíamos recorrer à violência.
Do you know what time the shop is closed?	Sabes a que horas a loja fecha?
A white dove is on the roof.	Há uma pomba branca no telhado.
Sami understands Layla's concerns.	O Sami compreende as preocupações da Layla.
She made me a star.	Ela fez de mim uma estrela.
I've never known anyone as hypocritical as you.	Nunca conheci ninguém tão hipócrita como tu.
It's dead in here.	Não há ninguém aqui.
I have a sensitive skin.	Tenho a pele sensível.
This is a hospital.	Estamos num hospital.
Its origin is unknown.	A sua origem é desconhecida.
The lychee harvest is in full swing in Vietnam's northern Hai Duong province, but local officials say fewer Chinese traders have come to buy the sweet and juicy fruit this summer due to concerns about anti-China sentiment.	A colheita da lichia está em pleno curso na província de Hai Duong, no norte do Vietname, mas as autoridades locais dizem que menos comerciantes chineses vieram comprar o fruto doce e suculento este Verão, devido a preocupações com o sentimento anti-China.
Thanks for coming so quickly.	Obrigado por teres vindo tão depressa.
If I had wanted your opinion, I would have asked for it.	Se quisesse a tua opinião, tinha pedido.
This is the first time I've ever wiped all the tables.	É a primeira vez que limpo todas as mesas.
What did Ferdinand Magellan do?	O que fez Fernão de Magalhães?
Is the baby able to walk?	O bebé sabe andar?
Glad you found this lesson useful.	Fico contente que tenhas achado esta lição útil.
I've been in New York once.	Estive em Nova Iorque uma vez.
Mr Kennedy pointed out our mistakes.	O Sr. Kennedy mostrou-nos os nossos erros.
Tom and Mary live on a farm and have 16 children.	O Tom e a Mary vivem numa quinta e têm 16 filhos.
It's still frozen.	Ainda está congelado.
Tom went diving with sharks.	O Tom foi mergulhar com tubarões.
Whatever doesn't kill us only makes us stronger.	O que não nos mata torna-nos mais fortes.
I am an omnivore.	Sou omnívoro.
The message has been encoded.	A mensagem foi codificada.
I don't know what's real.	Não sei o que é real.
My finger turned brown after I dipped it in a slightly concentrated solution of potassium permanganate.	O meu dedo ficou castanho depois de o mergulhar numa solução ligeiramente concentrada de permanganato de potássio.
It's very cold in my house.	Está muito frio na minha casa.
The salmonella bacteria are directly associated with the turtles.	A bactéria salmonela está diretamente associada às tartarugas.
Don't throw away your money.	Não desperdices o teu dinheiro.
While COVID-19 spares few nations, Malaysia faces a combination of issues in particular.	Embora poucas nações escapem à COVID-19, a Malásia enfrenta uma combinação particular de problemas.
Tom is early again.	O Tom chegou cedo de novo.
At midnight everybody entered.	À meia-noite toda a gente entrou.
I hope that you follow my advice.	Espero que sigas o meu conselho.
Please don't let go of my hand.	Por favor, não largues a minha mão.
We can deal with this.	Podemos lidar com isto.
I will give you a recipe.	Vou dar-te uma receita.
We have a long walk ahead of us.	Temos uma longa caminhada pela frente.
I was for some time apprehensive that it would be necessary, on account of the contagious sickness which afflicted the city of Philadelphia, to convene the National Legislature at some other place.	Fiquei durante algum tempo apreensivo de que, devido à doença contagiosa que assolava a cidade da Filadélfia, fosse necessário reunir a Legislatura Nacional noutro local.
Can I go swimming?	Posso ir nadar?
A large fire broke out Saturday at Lhasa's Jokhang monastery, one of the most sacred sites for Tibetan Buddhism.	No sábado deflagrou um grande incêndio no mosteiro Jokhang, em Lhasa, um dos locais mais sagrados do budismo tibetano.
Would you wait here for a minute?	O senhor pode esperar aqui um minuto?
What will dessert be?	Qual será a sobremesa?
Tom wants to surprise Mary.	O Tom quer surpreender a Mary.
My room has only one window.	O meu quarto tem apenas uma janela.
My birthday party is tomorrow.	A minha festa de anos é amanhã.
Tom didn't know that Mary had just gotten married.	O Tom não sabia que a Mary se tinha acabado de casar.
Tom seems happy again.	O Tom parece feliz outra vez.
I suspect Tom shouldn't be here.	Suspeito que o Tom não deva estar aqui.
The children want to play outside.	As crianças querem brincar lá fora.
I finally stopped trying to persuade Tom to clean his room.	Acabei por deixar de tentar convencer o Tom a arrumar o quarto.
The sculptures are of great value.	As esculturas são de grande valor.
Tom won't hear you.	O Tom não te vai ouvir.
It's not worth it anymore.	Já não vale a pena.
I was angry that I had been fooled.	Fiquei zangado por ter sido enganado.
Tom drew his gun and fired.	O Tom sacou da arma e disparou.
Thank you for decorating my house.	Obrigado por decorares a minha casa.
Fadil left without a word to anyone.	O Fadil saiu sem dizer uma palavra a ninguém.
We saw each other on the street.	Vimo-nos na rua.
We're going to the store together.	Vamos juntos à loja.
Check, please.	A conta, por favor.
The moonlight is dim.	A luz da lua está fraca.
The twentieth most frequent letter in Esperanto is 'c'.	A vigésima letra mais frequente em esperanto é o 'c'.
Exercise caution in your business affairs; for the world is full of trickery. But let this not blind you to what virtue there is; many persons strive for high ideals; and everywhere life is full of heroism.	Age com cautela nos teus negócios, pois o mundo está cheio de enganos. Mas isso não te deve cegar para a virtude que existe; muitas pessoas lutam por altos ideais; e a vida está cheia de heroísmo.
Technology has improved since then.	A tecnologia melhorou desde então.
Will Tom eat with us?	O Tom vai comer connosco?
I think that it'll be OK.	Acho que ficará tudo bem.
Despite being ranked a not-so-lofty 116 in the FIFA World Ranking Table, Vietnamese fans at any big soccer match can attest to high enthusiasm when it comes to supporting their country in international events.	Apesar de estar colocado num nada elevado 116.º lugar no ranking mundial da FIFA, os adeptos vietnamitas em qualquer grande jogo de futebol provam o enorme entusiasmo com que apoiam o seu país em competições internacionais.
Fadil did one of the autopsies.	O Fadil fez uma das autópsias.
Grant attacked Vicksburg several times.	Grant atacou Vicksburg várias vezes.
Why do you want to buy this book?	Porque é que queres comprar este livro?
Health is the most precious thing.	A saúde é o bem mais precioso.
I'm allergic to antibiotics.	Sou alérgico a antibióticos.
Tom didn't want to tell Mary the sad news.	O Tom não quis dar a má notícia à Mary.
Were you in Rita's house?	Já estavas na casa da Rita?
Women have beauty, but do books not also have beauty?	As mulheres têm beleza, mas os livros não terão também beleza?
The world is not enough.	O mundo não basta.
The elephant is grey.	O elefante é cinzento.
This mango is sweet.	Esta manga está doce.
My favorite tree is the weeping willow.	A minha árvore favorita é o chorão.
Come and look for yourself.	Vem e vê tu mesmo.
This novel describes the life of the Japanese as it was a hundred years ago.	Este romance descreve a vida do japonês tal como era há cem anos.
Heeled shoes may have been invented by ancient horsemen in the Near East, says Elizabeth Semmelhack, curator at the Bata Shoe Museum in Toronto, Canada.	Os sapatos de salto podem ter sido inventados por cavaleiros antigos do Próximo Oriente, diz Elizabeth Semmelhack, curadora do Bata Shoe Museum em Toronto, Canadá.
Persian Gulf is an element of historical identity of Iranian People.	O Golfo Pérsico é um elemento da identidade histórica do povo iraniano.
I'm sorry. I didn't mean to scare you.	Desculpem, não quis assustar-vos.
What caused this crash?	O que provocou este acidente?
I own a yacht.	Tenho um iate.
We can't find Tom.	Não conseguimos encontrar o Tom.
I got everything that I asked for.	Tenho tudo o que pedi.
I asked Tom to stay.	Pedi ao Tom que ficasse.
Osgood filled Cleveholm with trophy animal heads, Tiffany lamps, ruby velvet drapes, and imported leather wall coverings.	Osgood decorou Cleveholm com cabeças de animais de troféu, candeeiros Tiffany, cortinados de veludo rubi e revestimentos de parede em couro importado.
The birthday of this American singer is September 11.	O aniversário desta cantora americana é a 11 de setembro.
Where will you spend your next vacation?	Onde é que vocês passarão as próximas férias?
Who gave him so much money?	Quem lhe deu tanto dinheiro?
He cancelled the meeting at the last minute.	Ele cancelou a reunião no último minuto.
The pink flamingo — a symbol of American leisure beloved by some but reviled by others as the epitome of bad taste — is in trouble.	O flamingo cor-de-rosa — símbolo do lazer americano amado por alguns e odiado por outros como epítome de mau gosto — está em perigo.
Bargaining is normal in this country.	A pechincha é normal neste país.
It's easy to see the area's majestic topography from the cockpit of a helicopter.	É fácil ver a topografia majestosa da zona a partir da cabine de um helicóptero.
Tom wants to see a doctor as soon as possible.	O Tom quer consultar um médico quanto antes.
All we've got is each other.	Só nos temos um ao outro.
Why do you want us to have it?	Porque é que queres que o tenhamos?
Come and visit me when you are feeling better.	Vem visitar-me quando estiveres melhor.
It was hot last night.	Ontem à noite estava calor.
All students of English should have a good English-English dictionary at hand.	Todos os estudantes de inglês devem ter à mão um bom dicionário Inglês-Inglês.
Does Tom like working here?	O Tom gosta de trabalhar aqui?
Tom promised he'd do that before he went home.	O Tom prometeu que faria isso antes de ir para casa.
Fadil tried to murder his father-in-law.	O Fadil tentou matar o sogro.
The pirates sailed the seven seas.	Os piratas navegavam pelos sete mares.
I'll be leaving for Australia next week.	Parto para a Austrália na semana que vem.
My sister often cries.	A minha irmã chora frequentemente.
Maybe she can tell you more.	Talvez ela te possa dizer mais.
We'll continue this discussion later.	Nós vamos continuar esta discussão mais tarde.
Let's try it again.	Vamos tentar outra vez.
Ellie loves that poet. She knows many of his poems by heart.	A Ellie ama aquele poeta. Ela sabe muitos dos seus poemas de cor.
Now is the time.	Agora é o momento.
I'm going to order another beer.	Vou pedir mais uma cerveja.
It'll probably take you about three hours to do that.	Vais provavelmente demorar cerca de três horas a fazer isso.
Greece has a great history.	A Grécia tem uma grande história.
I had to go back.	Tive de voltar.
He wouldn't give you anything.	Ele não te daria nada.
It is very far as far as I know.	Até onde sei, fica muito longe.
The company produces soy sauce and other food products.	A empresa produz molho de soja e outros produtos alimentares.
Does anybody have a can opener?	Alguém tem um abre-latas?
The many birds that choose Bolinas as their winter home would have a feast if these butterflies were edible, but Monarchs are protected by an acrid secretion which is distasteful to birds, and enjoy a long life on this account, living not only all winter, but long enough to taste the sweetness of the spring wildflowers.	As muitas aves que escolhem Bolinas como refúgio de inverno teriam um banquete se estas borboletas fossem comestíveis, mas as monarcas estão protegidas por uma secreção acre, desagradável para as aves, e, por isso, desfrutam de uma vida longa, sobrevivendo não só durante todo o inverno mas também tempo suficiente para provar a doçura das flores silvestres da primavera.
Tom wanted Mary to talk to John.	O Tom queria que a Mary falasse com o John.
Tom thinks Mary is cute.	O Tom acha a Mary querida.
A group of gangsters stole the money.	Um grupo de bandidos roubou o dinheiro.
Tom told Mary that he was going to kill himself, but he didn't have the courage to do it.	O Tom disse à Mary que se ia suicidar, mas não teve coragem.
Don't forget to close the door.	Não te esqueças de fechar a porta.
Failing to plan is planning to fail.	Falhar ao planear é planear falhar.
We have lots of important things to do.	Temos muitas coisas importantes para fazer.
Mary leaned on Tom's arm.	A Mary apoiou-se no braço do Tom.
I knew that I had to buy something.	Sabia que tinha de comprar alguma coisa.
There's nothing worse than a long-distance relationship.	Não há nada pior do que uma relação à distância.
The pretty girl in the bikini was an eye-opener on the beach.	A bela jovem de biquíni na praia chamava a atenção.
Tom was the first person to arrive.	O Tom foi a primeira pessoa a chegar.
Getting nowhere.	Não estou a chegar a lugar nenhum.
I haven't been home since last Monday.	Não estou em casa desde segunda-feira passada.
There are a lot of stars which are larger than our sun.	Há muitas estrelas maiores que o nosso Sol.
Tom will graduate in October.	O Tom vai licenciar-se em outubro.
I'll give you what help I can.	Darei-te a ajuda que puder.
I'm not good at pretending.	Não sou bom a fingir.
I don't have anything to say to you.	Não tenho nada para te dizer.
Every time he goes out, he drops in at the bookstore.	Sempre que ele sai, passa pela livraria.
I bought this for my mother.	Comprei isto para a minha mãe.
She was the first one to notice him.	Ela foi a primeira a notá-lo.
Don't tell anyone our plan.	Não contes o nosso plano a ninguém.
We'll meet on Monday.	Encontrar-nos-emos na segunda-feira.
I'll call first.	Primeiro telefono.
Tom refused to worry about the future.	O Tom recusou-se a preocupar-se com o futuro.
Tom visits Mary every time he goes to Boston.	O Tom visita a Mary sempre que vai a Boston.
Tom paid the fare.	O Tom pagou a tarifa.
This cold weather gives me goosebumps.	Este frio põe-me arrepiado.
Tom's mother was a wise woman.	A mãe do Tom era uma mulher sábia.
We won, thanks to you.	Vencemos, graças a ti.
Tom stayed in the hotel.	O Tom ficou no hotel.
We have to find somewhere safe to wait.	Temos de encontrar um lugar seguro onde esperar.
How are things at school?	Como vão as coisas na escola?
Tom has enough money to buy the house he wants.	O Tom tem dinheiro suficiente para comprar a casa que quer.
He came to the meeting, but for some reason didn't even utter a single word.	Ele veio à reunião, mas por alguma razão não disse uma única palavra.
Take me to your leader.	Leva-me ao teu líder.
Jane looks happy.	A Jane parece estar feliz.
Tom said it was my fault.	O Tom disse que a culpa era minha.
I think Tom has a girlfriend already.	Acho que o Tom já tem uma namorada.
Here is your share of the cake.	Aqui está a tua parte do bolo.
Death hangs over thee. While thou livest, while it is in thy power, be good.	A morte paira sobre ti. Enquanto viveres, enquanto estiver ao teu alcance, sê bom.
We'll talk about the details later.	Falaremos dos pormenores mais tarde.
We showed them what we can do.	Mostrámos-lhes o que conseguimos fazer.
What kind of things can people do to help reduce pollution?	Que tipo de coisas podem as pessoas fazer para ajudar a reduzir a poluição?
Tom is a former boyfriend of Mary's.	O Tom é um ex-namorado da Mary.
Tom tried to save me.	O Tom tentou salvar-me.
He insisted again that any action regarding terrorist suspects has been in accordance with U.S. law and the American Constitution, and in conformance with U.S. international obligations.	Insistiu novamente que qualquer ação contra suspeitos de terrorismo esteve de acordo com a lei dos EUA, a Constituição americana e as obrigações internacionais dos EUA.
I hated it at first.	No início, detestei-o.
Sami reeks of gasoline.	O Sami cheira a gasolina.
It's already eleven. It's high time you were in bed.	Já são onze horas. Já devias estar na cama.
The wingspan of an eagle is more than a meter.	A envergadura de uma águia é superior a um metro.
The so-called 'Arc of Instability' stretches from Papua New Guinea to Fiji, Vanuatu, and the Solomon Islands.	O chamado “Arco de Instabilidade” estende-se da Papua Nova Guiné às Fiji, Vanuatu e Ilhas Salomão.
Despite calls for an immediate halt to a Russian-backed offensive by both U.S. President Donald Trump and his Turkish counterpart Recep Tayyip Erdoğan, there were little signs Monday that either Damascus or Moscow are ready to acquiesce and call off the assault on Idlib, the last remaining rebel holdout in the war-savaged country.	Apesar dos apelos de Trump e do seu homólogo turco, Recep Tayyip Erdoğan, para o cessar imediato de uma ofensiva apoiada pela Rússia, houve poucos sinais na segunda-feira de que Damasco ou Moscovo estejam dispostos a ceder e a cancelar o ataque a Idlib, o último reduto rebelde no país devastado pela guerra.
With the help of modern technology California-based Achates Power has given new life to the concept of the opposed-piston engine, mostly abandoned after the second World War.	Com o auxílio da tecnologia moderna, a Achates Power, sediada na Califórnia, deu nova vida ao conceito de motor de pistões opostos, largamente abandonado após a Segunda Guerra Mundial.
I honestly don't know anything.	Honestamente não sei nada.
Starting today, I want you to read many books.	A partir de hoje, quero que leias muitos livros.
Tom probably doesn't know what to do.	O Tom provavelmente não sabe o que fazer.
It's more interesting to travel alone than to go on a group tour.	É mais interessante viajar sozinho do que numa excursão.
Drop the gun!	Larga a arma!
I'm from Bulgaria.	Sou da Bulgária.
Our teacher gives us a lot of homework.	A nossa professora dá-nos muito trabalho de casa.
The beehives are on the other side of the orchard.	As colmeias ficam do outro lado do pomar.
My mother seldom watches TV at night.	A minha mãe raramente vê televisão à noite.
It's not easy to get rid of a bad habit.	Não é fácil livrar-se de um mau hábito.
Australia is where Tom belongs.	A Austrália é o lugar a que o Tom pertence.
My friend can't go this weekend.	O meu amigo não pode ir este fim de semana.
This is the tallest tree I have ever seen.	Esta é a maior árvore que eu já vi.
This lemon isn't ripe.	Este limão não está maduro.
Tom wins every time.	O Tom ganha sempre.
Tom went to Boston to visit his uncle.	O Tom foi a Boston visitar o tio.
Thank you for letting me know.	Obrigado por me avisares.
I have to go alone.	Tenho de ir sozinho.
We will return sooner or later.	Voltaremos mais cedo ou mais tarde.
When was the last time you went to a barber?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                	Quando foi a última vez que foste ao barbeiro?
Tom is probably lying.	Provavelmente o Tom está a mentir.
Every student of biology, anatomy, anthropology, ethnology or psychology is familiar with these facts.	Todo o estudante de biologia, anatomia, antropologia, etnologia ou psicologia conhece estes factos.
Tom made a list of places he wants to visit.	O Tom fez uma lista de lugares que quer visitar.
We're heroes.	Somos heróis.
I want to get enough.	Quero alcançar o suficiente.
I showed her the way.	Mostrei-lhe o caminho.
He will do anything to make money.	Ele fará tudo para ganhar dinheiro.
Thirteen homes were destroyed.	Treze casas foram destruídas.
Don't go to extremes. To be moderate is important in anything.	Não vás aos extremos. Ser moderado é importante em qualquer coisa.
This vacuum cleaner is noisy.	Este aspirador é barulhento.
I think that I've wasted my time here.	Acho que perdi o meu tempo aqui.
No one could make the princess laugh.	Ninguém conseguia fazer a princesa rir.
The Smiths live in my neighborhood.	Os Smiths vivem na minha vizinhança.
What's your favorite energy drink?	Qual é a tua bebida energética favorita?
Tom looked like he was uncomfortable.	Parecia que o Tom estava desconfortável.
It's your turn to vacuum the house.	É a tua vez de aspirar a casa.
My father named me after his aunt.	O meu pai deu-me o nome da tia dele.
I have the impression that I already know you.	Tenho a impressão de que já vos conheço.
Tom and Mary didn't stay on task.	O Tom e a Mary não mantiveram o foco na tarefa.
The sum came to 3,000 yen.	A soma deu 3000 ienes.
It's simply easier for me.	É simplesmente mais fácil para mim.
Australia is on my list of countries I'd like to visit.	A Austrália está na minha lista de países que gostaria de visitar.
We get a lot of snow here in winter.	Nós temos bastante neve aqui no inverno.
Tom went to a Halloween party.	O Tom foi a uma festa de Halloween.
Theater attendance usually falls off in summer.	A afluência ao teatro costuma diminuir no verão.
The most effective way to improve your game is to practice.	A forma mais eficaz de melhorar o teu jogo é praticar.
Aunt, this is Tom.	Tia, este é o Tom.
Money can't buy happiness. However, it's more comfortable to cry in a Maserati than on a bike.	O dinheiro não compra felicidade; contudo é mais confortável chorar num Maserati do que numa bicicleta.
Nobody wanted to insult my country.	Ninguém queria insultar o meu país.
It's not yet time.	Ainda não é altura.
It's meat that the child is eating.	É carne que a criança está a comer.
I could never hurt Tom.	Eu nunca poderia magoar o Tom.
I want to better myself.	Quero melhorar-me a mim próprio.
Wake Mary up.	Desperta a Mary.
The story gave me goosebumps.	A história deu-me arrepios.
I'm in the pool every day in the summer.	No verão vou à piscina todos os dias.
It's hard to tell who the good guys are.	É difícil identificar quem são os “heróis”.
I can't stand the thought of losing you forever.	Não suporto a ideia de te perder para sempre.
How long will the quarantine last?	Quanto tempo durará a quarentena?
You want to buy a house.	Queres comprar uma casa.
It would be fun to see how things change over the years.	Seria divertido ver como as coisas mudam com o passar dos anos.
Don't forget to pay the phone bill.	Não te esqueças de pagar a conta do telefone.
Please book me a room in a first-class hotel.	Por favor, faz uma reserva em meu nome para um quarto num hotel de primeira classe.
She will pay 50 dollars at most.	Ela pagará, no máximo, 50 dólares.
I won't be here next month.	Não estarei aqui no próximo mês.
